index,order_id,item_id,cmt_id,user_id,comment,rating_star,author_username,anonymous
0,110512403139235,5444105380,8909348081,18890135,Chất lượng sản phẩm tốt. Shop đóng gói hàng rất cẩn thận nên ko bị hỏng hộp.,5,vungocbaoquyen,False
1,102737673362525,5444105380,8186544064,9702958,Giao nhanh đóng gói cẩn thận ok ok vì là sẵn sale nên không có gì bàn,5,cunmint123,False
2,95966213182729,5444105380,7275686145,53164752,Đóng gói cẩn thận và chắc chắn. Giao hàng nhanh chóng. Sản phẩm mới sản xuất tháng 12/2021,5,chinh_luong,False
3,95354250595101,5444105380,7185685884,71101898,"Giao hàng nhanh, gói sản phẩm kỹ
Phí ship hơi cao
Chất lượng sản phẩm tốt",5,p*****7,True
4,96095986595885,5444105380,7288637098,10522906,"Sản phẩm bể, không còn nguyên vẹn. Ướt hết phải bỏ cả 2 thùng
Quà tặng mà vậy thì thôi rồi",1,m*****9,True
5,96102344315217,5444105380,7275817343,12556286,"Giao hàng nhanh chóng và dễ dàng, sản phẩm này đúng mô tả, hạn sử dụng xa quá trời",5,quangtrung9900,False
6,96008614117843,5444105380,7304848206,97889878,"Hàng chất lượng, shopee mall nên mua hàng yên tâm. Sản phẩm chính hãng",5,t*****8,True
7,87499842145591,5444105380,6278358463,71101898,"Shop giao hàng cũng như đóng gói rất nhanh chóng
Shipper vui vẻ, nhiệt tình
Chất lượng sp ngon khỏi bàn 🥰🥰🥰",5,p*****7,True
8,95088823112238,5444105380,7256000816,45986417,"Bia cao ngon hơn, mua biếu cũng vừa tầm. Giá cũng tot hon mua ở ngoài chút thôi",5,n*****6,True
9,95914250129963,5444105380,7314909209,47476405,Sản phầm ok. Giao hàng tết cũng ổnnnn. Tốtttttttttttttttvv,5,p*****n,True
10,96047683558557,5444105380,7279734787,74740005,"Chất lượng không phải để cập nữa, đóng gói cẩn thận không chãy bể, shop chu đáo, giá hợp lí, giao hàng nhanh",5,s*****5,True
11,90051144105681,5444105380,6661699267,226830947,Săn sale giá ổn giao nhanh trong ngày. Uống ngon hợp vị hk có quà tặng,5,a*****5,True
12,84333125283696,5444105380,5885394678,59636492,"Shop giao hàng nhanh, đóng gói rất cẩn thận, quà tặng rất phù hợp trong thời điểm hiện nay👍😀",5,cuctranthithu,False
13,84819768134924,5444105380,6086206739,8705389,"Giao hàng nhanh, đóng gói chắc chắn. Cám ơn shop và vận chuyển ạ!",5,b*****9,True
14,82035329360925,5444105380,6006287384,45500855,"giao hàng từ quận 7 đi Biên Hoà rồi quay về lại HCM, mất hơn 1 tháng mới nhận được hàng. Bực bội",1,cuctranaithu,False
15,95908380323411,5444105380,7245898733,385736236,"Giao hàng nhanh, đóng gói cẩn thận. Hy vọng sản phẩm dùng tốt.",5,ashita.1991,False
16,82088341377018,5444105380,5723143601,92727370,Mua giùm nên ko biết sao. Nhưng bia này thì ngon đó giờ rồi.okok,5,n*****n,True
17,85947308251424,5444105380,6120379744,120955794,Để thêm vài tháng nữa bia sẽ ngon hơn. Uống có hơi chua. Hàng giao nhanh.,5,viviantruong77,False
18,61456441451515,5444105380,3618501942,15856057,"Quà đẹp, ngon, Hàng đẹp nguyên, shop bọc hàng kỹ, hàng k móp méo, mua đc hàng chính hãng giá sale quá tốt r, sẽ ủng hộ shop tiếp :))",5,bap.phuc,False
19,79616603130833,5444105380,5452198486,291093819,"Loại: Lager
Thương hiệu: Budweiser
Xuất xứ: Việt Nam
Nồng độ: 5.0%
Dung tích: 500ml
Quy cách: Thùng 12 lon
HSD: 12 tháng kể từ NSX

Budweiser là thương hiệu bia đắt giá số 1 thế giới, được sản xuất bằng loại mạch nha cùng với hoa bia thượng hạng của Hoa Kỳ và Châu Âu. Hương vị của Budweiser",5,p*****0,True
20,65078095531540,5444105380,3920607212,91595181,Đã nhận dk hàng vận chuyển nhanh quá nói chung là hàng chính hãng lại có quà nên ưng luôn,5,hoanglong11388,False
21,60212357103875,5444105380,3509675934,61196016,"Thời gian giao hàng cực kỳ nhanh chóng, gọn lẹ.
Đóng gói hàng rất chắc chắn, kỹ lưỡng, đẹp.
Chất lượng sản phẩm tốt và ngon.
Các sản phầm đi kèm 0đ bắt mắt, đẹp, sáng tạo
Thật là đáng đồng tiền!!!
...",5,heoheroo94,False
22,80550020467033,5444105380,5642191040,308778487,"Bia uống ngon lắm nha, tuy nhiên khâu vận chuyển kém, thùng bia  thì rách một số lon bị móp, còn cái ly tặng thì hỡi ơi nó vụn thành miếng hết, buồn hết sức. Nhưng thôi mùa dịch có bia uống là hên r",5,lailoan225,False
23,61449309495576,5444105380,3716462234,83020086,"Beer dong goi cẩn thận, quà minh nhận đầy đủ, tu van nhanh và nhiet tình, HSD 3/2012",5,cherry_xinh899,False
24,52646540625979,5444105380,2938642916,91595181,Đã nhận dk hàng bia ngon thơm thương hiệu nổi tiếng chính hãng với giá đó quá ok,5,hoanglong11388,False
25,53327622190401,5444105380,3034518878,231015897,Săn đc giá sale và có voucher giảm giá- mã giảm ship các kiểu nên mua đc quá hời. Ck mình rất thích loại bia này! Cảm ơn shop!,5,h*****4,True
26,79339579145505,5444105380,5377122097,225728386,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻g,5,t*****3,True
27,58786511157775,5444105380,3422324584,231015897,"Săn sale đc siêu rẻ, lại là hàng mall nên chẳng có gì phải phàn nàn! Hihi",5,hami_pt84,False
28,55846617297023,5444105380,3235218298,134557186,"Hàng như hình :))) 

Ai hay mua hàng ol Shopee,...  thì dow app cash bag về còn được thêm % hoàn tiền từ các sp đã mua. Dow về các bạn nhập mã giới thiệu của mình 53BG627 thì sẽ các bạn sẽ được 10k nữa đấy 😍",5,kmuaj,False
