index,order_id,item_id,cmt_id,user_id,comment,rating_star,author_username,anonymous
0,103658985293623,2002630586,8089020715,299699613,"áo chất đẹp dày dặn, form âu nên bt mình mặc size S thì áo này mặc XS. màu cũng đẹp. ưng lắm ạy",5,bao.hp08,False
1,102353752543933,2002630586,8143267703,313763571,"Áo đẹp, chất liệu dày dặn, sờ mát tay. Nhưng tiếc là không còn cỡ to. Giao hàng nhanh",5,hanhim.92,False
2,99454470678369,2002630586,7745268071,19218557,"Form dáng và chất áo đều vô cùng nuột. Dày dặn mà không nóng, co giãn tốt và ko bị bai dão. Mặc thích như tshirt Uniqlo. Highly recommend chất lượng bên Àtous🤩",5,phamduongthuyquynh,False
3,100372889350923,2002630586,7812569185,11399202,"Vải đẹp, gói hàng cẩn thận, mình muốn đổi size shop hỗ trợ cực nhanh và nhiệt tình,",5,h*****0,True
4,100409929524413,2002630586,7728622213,135332329,"Phom áo cũng đẹp, áo dài quá, chất vải co giãn mạnh nhưng độ đàn hồi k cao, chắc sẽ nhanh dão, mác thì dùng kim nhỏ ghim vào như mấy quần xì mua chợ vậy, phù hợp với giá sale. Mà phí vc cao quá gần 60k",5,lethidieu85,False
5,100440593563819,2002630586,7713356990,52284250,"Áo rất ưng má ôi, mua hàng của shop lần 2 rồi mà chưa từng thất vọng, và tui chắc chắn sẽ quay lại lần sau!!!",5,t*****7,True
6,65432734424635,2002630586,3978112023,110560908,"Chất áo đẹp, màu sắc cũng đẹp, ủng hộ hàng Việt Nam. Thời gian giao hàng nhanh.",5,hathu8871,False
7,65422158354544,2002630586,4004801479,42832627,Sản phẩm dày đẹp giao hàng nhanh đóng gói vào hộp rất xinh sẽ ủng hộ thêm,5,h*****4,True
8,65519938527467,2002630586,3993474605,105169536,"Video mang tính chất nhận xu. Chất lượng ok, sẽ ủng hộ thêm.................",5,sua84,False
9,61143493072146,2002630586,3564577499,16666479,"Cái áo phông thứ 5 mua của Atous thì phải. Quay lại vì đg may áo phông ở đây quá tốt, chất vải ổn, mặc dễ chịu. Giá sale nữa.
Ảnh sp mình mình quay mỗi túi giấy thôi vì túi cũng đủ xinh rồi.",5,phuong66778899,False
10,65514593358857,2002630586,3976289169,39469343,"Áo đẹp. Mua được giá sale. Màu ở ngoài hơi tối hơn hình nha mng. :) :)
",5,dungndn,False
11,65414453389805,2002630586,3957346221,16991942,"Áo đẹp, shop giao đúng màu, size khá chuẩn. Đáng mua nhé 👌🏼👌🏼👌🏼",5,thimyngoc,False
12,65518227146053,2002630586,3976475939,80331611,"Áo giống như hình, giao đúng màu. Đóng gói cẩn thận. Giao hành nhanh",5,khietlinh1,False
13,65415495150856,2002630586,3952015936,177832290,"Áo siuuuu xinhhh nha . Săn sale nên mua được với giá rẻ, lại có vocher của shop nữa nên quá hời . Shop dễ thương , giao hàng nhanh .",5,m*****3,True
14,65414764479873,2002630586,4008001652,78717783,Áo đẹp mua giá rẻ đã quay lại lần thứ 2 chúc shop buôn may bán đắt nhé,5,tranlan1294,False
15,66228039593802,2002630586,4049408534,90238735,"Áo thân dài, vải đẹp, co dãn tốt, màu hồng đẹp
Nên mua nha mọi người....",5,ngucoc_minmin.150,False
16,65415473584075,2002630586,3978308563,53027845,"Áo đẹp, nên mua nha mnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn",5,hathiminhtuyen,False
17,102735304237092,2002630586,8055248174,25680615,Áo mặc dáng đẹp lắm ạ. Chất cũng oki. Sau sẽ ủng hộ shop. Okiiiii,5,antyty,False
18,102013857338192,2002630586,7928123496,43561996,Nhận được áo thấy OK . Hình ảnh không liên quan đến sản phẩm . Cảm ơn Shop nhiều ah,5,d*****h,True
19,65380698338318,2002630586,3949271592,25312240,"Đóng gói đẹp, giao hàng nhanh. Chất vải đẹp dày dặn tuy nhiên chiếc màu hồng phấn hơi đậm hơn hình và sử dụng tag từ lâu rồi. Vẫn yên tâm đặt hàng Atous",5,,False
20,65385450336054,2002630586,4037130313,163001934,"Shop đóng gói hàng đẹp,giá sale rẻ,áo chất dày dặn,sản phẩm chất lượng",5,l*****2,True
21,109830749142444,2002630586,8793499950,91255842,Lần nào mua đồ ở shop cũng rất ưng. Nay lại săn được giá quá hời và còn được tặng thêm quà nữa. Cảm ơn shop rất nhiều 💯 cho chất lượng!,5,linhnguyentuaf,False
22,99453646289389,2002630586,7640144284,182033282,Áo rất đẹp vải dày dặn và mát.nhìn sang chảnh giè đâu.mua 5 áo rồi.cảm ơn shop,5,yume2159,False
23,98587351612492,2002630586,7548155186,182033282,Áo xinh lắm luôn.mua cái thứ 5 rồi.màu cam hay hồng phấn đều xinh.gọn người.mua đi không hối hận đâu mn,5,y*****9,True
24,96983563574242,2002630586,7450989997,182033282,Áo vải rất đẹp .màu y hình.mình 54kg.1m6 size S ôm rất ok.đặt lần 2 rồi.....,5,yume2159,False
25,65513616205170,2002630586,3983429604,161892424,"Áo đẹp. Chuẩn size mặc ôm tôn dáng. Vải dạng rip có gân nhìn xịn mát. Không nhăn không lông không bám bụi. 43kg 1m5 chọn size XS như hình. Vàng nghệ đúng màu, trắng không bị ngả vàng. ",5,thanhduy1153,False
26,65415372583649,2002630586,3952264193,9219243,Áo rất đẹp. Mua sale nên rất hời. Cảm ơn shop va shopee đã mang đến sản phẩm chất lượng với giá bình dân. Sẽ ủng hộ shop và shopee 😍😍😍😍😍😍😍,5,vanthanh1307,False
